XXXinorg1,XXXinorg1mass,XXXinorg2,XXXinorg2mass,XXXinorg3,XXXinorg3mass,XXXorg1,XXXorg1mass,XXXorg2,XXXorg2mass,XXXoxlike1,XXXoxlike1mass,temp,time,slowCool,pH
sodium tellurite,0.1378,potassium metavanadate,0.1706,-1,-1.0,"1,3-diaminopropane",0.0921,-1,-1.0,-1,-1.0,90,108.0,1,8
sodium tellurite,0.1235,ammonium metavanadate,0.1409,-1,-1.0,R -2-methylpiperazine,0.0792,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium tellurite,0.1232,ammonium metavanadate,0.1377,-1,-1.0,R -2-methylpiperazine,0.0758,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium molybdate,0.1935,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3763,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3866,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2881,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5812,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1845,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7757,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.0934,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1935,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3746,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.386,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2777,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5805,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1808,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7738,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.0956,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1935,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3718,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3867,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2772,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5834,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1835,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7748,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.092,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.196,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3727,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3874,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2742,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5821,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1847,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7761,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.0916,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1934,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3701,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3878,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2755,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5824,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.189,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.773,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.0927,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1993,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3758,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3846,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3084,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5818,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2123,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7714,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.0933,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1966,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.377,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3828,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2821,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5788,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1851,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7792,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.0984,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1904,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3735,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3832,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2725,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5837,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1864,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7782,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.0919,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1936,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3772,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.1951,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.3842,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.3875,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2815,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5785,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2017,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.7735,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.0963,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5787,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1897,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5744,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1943,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5753,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1947,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5744,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1862,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5803,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2128,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5793,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2097,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5799,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2148,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5799,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2161,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5797,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1874,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.582,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1895,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5802,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2072,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium molybdate,0.5807,-1,-1.0,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1953,-1,-1.0,-1,-1.0,100,20.0,0,5
sodium tellurite,0.2743,sodium metavanadate,0.1544,-1,-1.0,"N,N'-diethylethylenediamine",0.1004,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.1363,sodium metavanadate,0.1937,-1,-1.0,"N,N'-diethylethylenediamine",0.0989,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.2773,sodium metavanadate,0.0756,-1,-1.0,"N,N'-diethylethylenediamine",0.0965,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.2607,sodium metavanadate,0.1635,-1,-1.0,"2,5-dimethylpiperazine",0.1341,-1,-1.0,-1,-1.0,90,60.0,0,8
sodium tellurite,0.272,sodium metavanadate,0.1504,-1,-1.0,"2,5-dimethylpiperazine",0.1347,-1,-1.0,-1,-1.0,90,60.0,0,8
sodium tellurite,0.2716,sodium metavanadate,0.0868,-1,-1.0,"2,5-dimethylpiperazine",0.1358,-1,-1.0,-1,-1.0,90,60.0,0,8
sodium tellurite,0.1368,sodium metavanadate,0.1488,-1,-1.0,"2,5-dimethylpiperazine",0.1331,-1,-1.0,-1,-1.0,90,60.0,0,8
sodium metavanadate,0.1451,sodium tellurite,0.2767,-1,-1.0,"2,5-dimethylpiperazine",0.1327,-1,-1.0,sodium oxalate,0.1082,90,60.0,1,7
sodium metavanadate,0.1486,sodium tellurite,0.2665,-1,-1.0,"2,5-dimethylpiperazine",0.1363,-1,-1.0,-1,-1.0,90,60.0,1,7
sodium tellurite,0.275,sodium metavanadate,0.149,-1,-1.0,"2,5-dimethylpiperazine",0.137,-1,-1.0,-1,-1.0,90,60.0,1,8
sodium tellurite,0.558,sodium metavanadate,0.1439,-1,-1.0,"2,5-dimethylpiperazine",0.1311,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium tellurite,0.2501,sodium metavanadate,0.0321,-1,-1.0,"2,5-dimethylpiperazine",0.127,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium tellurite,0.2491,sodium metavanadate,0.1359,-1,-1.0,"2,5-dimethylpiperazine",0.0291,-1,-1.0,-1,-1.0,90,84.0,1,8
sodium metavanadate,0.1211,Selenium dioxide,0.6899,-1,-1.0,3-aminopiperidine dihydrochloride,0.1402,-1,-1.0,-1,-1.0,140,20.0,1,1
ammonium metavanadate,0.1129,-1,-1.0,-1,-1.0,"N,N'-dimethylethylenediamine",0.091,-1,-1.0,-1,-1.0,110,48.0,1,2
ammonium metavanadate,0.1171,-1,-1.0,-1,-1.0,"N,N'-dimethylethylenediamine",0.0851,-1,-1.0,-1,-1.0,110,48.0,1,2
ammonium metavanadate,0.1089,-1,-1.0,-1,-1.0,"N,N'-dimethylethylenediamine",0.0876,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1128,-1,-1.0,-1,-1.0,"N,N'-dimethylethylenediamine",0.0849,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1163,-1,-1.0,-1,-1.0,"N,N'-dimethylethylenediamine",0.0907,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1176,-1,-1.0,-1,-1.0,"N,N'-dimethylethylenediamine",0.0829,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium tellurite,0.1772,sodium metavanadate,0.163,-1,-1.0,R-3-aminopiperidine dihydrochloride,0.1347,-1,-1.0,-1,-1.0,90,24.0,1,8
sodium tellurite,0.1772,sodium metavanadate,0.1535,-1,-1.0,R-3-aminopiperidine dihydrochloride,0.1357,-1,-1.0,-1,-1.0,90,24.0,1,8
sodium tellurite,0.1627,sodium metavanadate,0.1494,-1,-1.0,R-3-aminopiperidine dihydrochloride,0.136,-1,-1.0,-1,-1.0,90,24.0,1,7
sodium tellurite,0.1693,sodium metavanadate,0.1366,-1,-1.0,R-3-aminopiperidine dihydrochloride,0.1388,-1,-1.0,-1,-1.0,90,24.0,0,8
sodium tellurite,0.1766,sodium metavanadate,0.1123,-1,-1.0,R-3-aminopiperidine dihydrochloride,0.1532,-1,-1.0,-1,-1.0,90,24.0,0,8
sodium metavanadate,0.1229,Selenium dioxide,0.0627,-1,-1.0,ethylenediamine,0.0627,-1,-1.0,sodium oxalate,0.1412,150,20.0,1,2
sodium metavanadate,0.1231,Selenium dioxide,0.684,-1,-1.0,ethylenediamine,0.0971,-1,-1.0,sodium oxalate,0.1293,130,20.0,1,2
sodium metavanadate,0.1218,Selenium dioxide,0.6606,-1,-1.0,ethylenediamine,0.0621,-1,-1.0,-1,-1.0,150,20.0,1,2
sodium metavanadate,0.1206,Selenium dioxide,0.4499,-1,-1.0,ethylenediamine,0.0707,-1,-1.0,sodium oxalate,0.1168,90,24.0,0,2
sodium metavanadate,0.1273,Selenium dioxide,1.1019,-1,-1.0,ethylenediamine,0.0712,-1,-1.0,sodium oxalate,0.1414,90,24.0,0,2
sodium metavanadate,0.1224,Selenium dioxide,0.6672,-1,-1.0,ethylenediamine,0.0844,-1,-1.0,sodium oxalate,0.1163,90,24.0,0,2
sodium metavanadate,0.1219,Selenium dioxide,0.8927,-1,-1.0,ethylenediamine,0.0885,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1702,Selenium dioxide,0.9405,-1,-1.0,ethylenediamine,0.0784,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1792,Selenium dioxide,1.1458,-1,-1.0,ethylenediamine,0.0684,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1748,Selenium dioxide,1.3461,-1,-1.0,ethylenediamine,0.1114,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1206,Selenium dioxide,0.4537,-1,-1.0,ethylenediamine,0.07,-1,-1.0,-1,-1.0,90,24.0,0,2
sodium metavanadate,0.1228,Selenium dioxide,0.2399,-1,-1.0,ethylenediamine,0.0896,-1,-1.0,-1,-1.0,90,24.0,0,2
sodium metavanadate,0.1266,Selenium dioxide,1.1682,-1,-1.0,ethylenediamine,0.0694,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1267,Selenium dioxide,1.3605,-1,-1.0,ethylenediamine,0.0715,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1227,Selenium dioxide,0.9195,-1,-1.0,ethylenediamine,0.0712,-1,-1.0,sodium oxalate,0.2014,90,20.0,1,2
sodium metavanadate,0.1308,Selenium dioxide,1.1218,-1,-1.0,ethylenediamine,0.147,-1,-1.0,-1,-1.0,90,19.0,1,1
sodium metavanadate,0.129,Selenium dioxide,1.109,-1,-1.0,ethylenediamine,0.065,-1,-1.0,sodium oxalate,0.224,90,20.0,1,2
vanadium(V) oxide,0.1045,-1,-1.0,-1,-1.0,H3PO3,0.4227,"1,4-diaminobutane",0.5751,-1,-1.0,170,96.0,1,7
vanadium(V) oxide,0.1733,-1,-1.0,-1,-1.0,H3PO3,0.4625,"1,4-diaminobutane",0.4246,-1,-1.0,170,120.0,1,6
vanadium(V) oxide,0.2053,-1,-1.0,-1,-1.0,H3PO3,0.4215,"1,4-diaminobutane",0.2016,-1,-1.0,170,120.0,1,3
vanadium(V) oxide,0.184,-1,-1.0,-1,-1.0,H3PO3,0.4151,"1,4-diaminobutane",0.3935,-1,-1.0,170,120.0,1,2
Oxovanadium(2+) sulfate,0.0892,-1,-1.0,-1,-1.0,H3PO3,0.0461,"2,5-dimethylpiperazine",0.0189,-1,-1.0,160,48.0,1,2
Oxovanadium(2+) sulfate,0.0439,sodium tellurite,0.0566,-1,-1.0,"1,4-diaminobutane",0.232,-1,-1.0,-1,-1.0,110,24.0,1,3
Oxovanadium(2+) sulfate,0.2271,sodium tellurite,0.1814,-1,-1.0,"1,4-diaminobutane",0.0807,-1,-1.0,-1,-1.0,110,24.0,1,3
Oxovanadium(2+) sulfate,0.043,sodium tellurite,0.0576,-1,-1.0,"1,4-diaminobutane",0.2268,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.2471,sodium tellurite,0.1824,-1,-1.0,"1,4-diaminobutane",0.0712,-1,-1.0,-1,-1.0,110,24.0,1,1
potassium vanadium trioxide,0.5253,-1,-1.0,-1,-1.0,tris(2-aminoethyl)amine,1.3964,-1,-1.0,-1,-1.0,90,90.0,1,5
potassium vanadium trioxide,0.8693,-1,-1.0,-1,-1.0,tris(2-aminoethyl)amine,0.1719,-1,-1.0,-1,-1.0,90,90.0,1,5
potassium vanadium trioxide,1.2837,-1,-1.0,-1,-1.0,tris(2-aminoethyl)amine,0.5654,-1,-1.0,-1,-1.0,90,90.0,1,5
potassium vanadium trioxide,0.5947,-1,-1.0,-1,-1.0,tris(2-aminoethyl)amine,0.1909,-1,-1.0,-1,-1.0,90,19.0,1,7
potassium vanadium trioxide,0.8517,-1,-1.0,-1,-1.0,tris(2-aminoethyl)amine,0.5747,-1,-1.0,-1,-1.0,90,90.0,1,7
potassium vanadium trioxide,0.2866,-1,-1.0,-1,-1.0,tris(2-aminoethyl)amine,1.7346,-1,-1.0,-1,-1.0,90,90.0,1,7
sodium metavanadate,0.1212,Selenium dioxide,0.6648,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1203,-1,-1.0,-1,-1.0,150,20.0,1,4
sodium metavanadate,0.121,Selenium dioxide,0.2232,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1246,-1,-1.0,-1,-1.0,150,26.0,1,2
sodium metavanadate,0.1765,Selenium dioxide,0.2278,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.118,-1,-1.0,-1,-1.0,150,26.0,1,2
sodium metavanadate,0.1259,Selenium dioxide,0.6647,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1245,-1,-1.0,-1,-1.0,130,20.0,1,1
sodium metavanadate,0.0605,Selenium dioxide,0.3347,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1189,-1,-1.0,-1,-1.0,130,20.0,1,1
sodium metavanadate,0.1218,Selenium dioxide,0.663,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1195,-1,-1.0,-1,-1.0,140,20.0,1,1
sodium metavanadate,0.1242,Selenium dioxide,0.1234,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1234,-1,-1.0,sodium oxalate,0.1206,150,20.0,1,1
sodium metavanadate,0.1222,Selenium dioxide,0.227,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.227,-1,-1.0,sodium oxalate,0.1279,150,20.0,1,1
sodium metavanadate,0.1185,Selenium dioxide,0.6706,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1193,-1,-1.0,-1,-1.0,150,20.0,1,2
sodium metavanadate,0.1308,Selenium dioxide,0.4553,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1164,-1,-1.0,-1,-1.0,90,24.0,0,2
sodium metavanadate,0.1255,Selenium dioxide,0.6809,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1198,-1,-1.0,-1,-1.0,90,24.0,0,2
sodium metavanadate,0.124,Selenium dioxide,1.1101,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1136,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1206,Selenium dioxide,0.9055,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.111,-1,-1.0,sodium oxalate,0.1392,90,24.0,0,4
sodium metavanadate,0.1245,Selenium dioxide,0.6681,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1148,-1,-1.0,sodium oxalate,0.1324,90,24.0,0,4
sodium metavanadate,0.1235,Selenium dioxide,0.486,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1124,-1,-1.0,sodium oxalate,0.1553,90,24.0,0,4
sodium metavanadate,0.1209,Selenium dioxide,0.2181,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1165,-1,-1.0,sodium oxalate,0.1347,90,24.0,0,4
sodium metavanadate,0.1248,Selenium dioxide,0.4682,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1254,-1,-1.0,-1,-1.0,90,24.0,0,2
sodium metavanadate,0.1297,Selenium dioxide,1.1227,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1162,-1,-1.0,sodium oxalate,0.1384,90,24.0,0,2
sodium metavanadate,0.1254,Selenium dioxide,0.7042,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1501,-1,-1.0,sodium oxalate,0.1197,90,24.0,0,2
sodium metavanadate,0.1209,Selenium dioxide,1.1091,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.116,-1,-1.0,sodium oxalate,0.151,90,24.0,0,2
sodium metavanadate,0.1232,Selenium dioxide,0.8961,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1224,-1,-1.0,-1,-1.0,90,24.0,0,1
vanadium(V) oxide,0.1834,sodium tellurite,0.1157,-1,-1.0,piperazine,0.042,ethanol,3.9425,-1,-1.0,90,72.0,0,9
vanadium(V) oxide,0.1839,sodium tellurite,0.1146,-1,-1.0,piperazine,0.0462,ethanol,3.9482,-1,-1.0,90,72.0,0,9
vanadium(V) oxide,0.1846,sodium tellurite,0.1173,-1,-1.0,piperazine,0.0895,ethanol,3.9601,-1,-1.0,180,83.0,0,8
vanadium(V) oxide,0.1807,sodium tellurite,0.114,-1,-1.0,piperazine,0.0975,ethanol,3.957,-1,-1.0,180,107.0,0,8
vanadium(V) oxide,0.1837,sodium tellurite,-1.0,-1,-1.0,piperazine,0.1153,ethanol,4.0141,-1,-1.0,180,59.5,0,8
vanadium(V) oxide,0.1827,sodium tellurite,0.1141,-1,-1.0,piperazine,0.0867,ethanol,3.945,-1,-1.0,180,48.0,0,4
vanadium(V) oxide,0.18,sodium tellurite,0.1161,-1,-1.0,piperazine,0.0918,ethanol,3.945,-1,-1.0,180,72.0,0,5
vanadium(V) oxide,0.1484,sodium tellurite,0.091,-1,-1.0,piperazine,0.0678,ethanol,3.0,-1,-1.0,100,113.0,0,8
sodium vanadium trioxide,0.1293,Selenium dioxide,0.6761,-1,-1.0,diethylenetriamine,0.1062,-1,-1.0,-1,-1.0,150,20.0,1,1
sodium vanadium trioxide,0.1278,Selenium dioxide,0.6651,-1,-1.0,diethylenetriamine,0.1033,-1,-1.0,-1,-1.0,150,20.0,1,4
sodium vanadium trioxide,0.1282,Selenium dioxide,0.6814,-1,-1.0,diethylenetriamine,0.104,-1,-1.0,-1,-1.0,150,20.0,1,7
sodium vanadium trioxide,0.127,Selenium dioxide,0.3698,-1,-1.0,diethylenetriamine,0.106,-1,-1.0,-1,-1.0,110,24.0,1,1
sodium vanadium trioxide,0.1208,Selenium dioxide,2.2313,-1,-1.0,diethylenetriamine,0.1141,-1,-1.0,-1,-1.0,110,24.0,1,1
sodium vanadium trioxide,0.1277,Selenium dioxide,2.27,-1,-1.0,diethylenetriamine,0.099,-1,-1.0,-1,-1.0,110,24.0,1,1
sodium vanadium trioxide,0.127,Selenium dioxide,2.2085,-1,-1.0,diethylenetriamine,0.1343,-1,-1.0,-1,-1.0,110,24.0,1,4
sodium vanadium trioxide,0.1277,Selenium dioxide,2.217,-1,-1.0,diethylenetriamine,0.1057,-1,-1.0,-1,-1.0,110,24.0,1,7
sodium metavanadate,0.1391,-1,-1.0,-1,-1.0,H3PO3,0.4292,tetraethylenepentamine,0.8745,-1,-1.0,170,120.0,1,2
tellurium dioxide,0.4786,sodium metavanadate,0.1575,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.6869,-1,-1.0,-1,-1.0,90,192.0,0,8
tellurium dioxide,0.4775,sodium metavanadate,0.1598,-1,-1.0,"1,4-diazabicyclo[2.2.2]octane",0.6777,-1,-1.0,-1,-1.0,90,192.0,0,8
potassium vanadium trioxide,0.1484,Selenium dioxide,0.6615,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.1599,-1,-1.0,-1,-1.0,150,24.0,1,1
potassium vanadium trioxide,0.1446,Selenium dioxide,0.6818,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.1573,-1,-1.0,-1,-1.0,150,24.0,1,4
potassium vanadium trioxide,0.1371,Selenium dioxide,0.6663,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.1563,-1,-1.0,-1,-1.0,150,24.0,1,7
potassium vanadium trioxide,0.1361,Selenium dioxide,0.6789,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.1617,-1,-1.0,-1,-1.0,150,22.0,1,1
potassium vanadium trioxide,0.1438,Selenium dioxide,0.6797,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.1524,-1,-1.0,-1,-1.0,150,22.0,1,4
potassium vanadium trioxide,0.1405,Selenium dioxide,0.666,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.1542,-1,-1.0,-1,-1.0,150,22.0,1,7
potassium vanadium trioxide,0.1413,Selenium dioxide,0.6665,-1,-1.0,"1,4-dimethylpiperazine",0.1143,-1,-1.0,-1,-1.0,150,22.0,1,1
potassium vanadium trioxide,0.1443,Selenium dioxide,0.666,-1,-1.0,"1,4-dimethylpiperazine",0.116,-1,-1.0,-1,-1.0,150,22.0,1,4
potassium vanadium trioxide,0.1389,Selenium dioxide,0.6855,-1,-1.0,"1,4-dimethylpiperazine",0.1124,-1,-1.0,-1,-1.0,150,22.0,1,7
vanadium(V) oxide,0.0426,ammonium fluoride,0.0359,-1,-1.0,H3PO3,1.0536,"1,3-diaminopropane",0.0707,-1,-1.0,160,48.0,1,2
vanadium(V) oxide,0.0505,ammonium fluoride,0.048,-1,-1.0,H3PO3,1.0001,"1,3-diaminopropane",0.0807,-1,-1.0,140,72.0,1,1
Oxovanadium(2+) sulfate,0.3195,Selenium dioxide,0.58,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.5436,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.3233,Selenium dioxide,0.548,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.3244,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.3232,Selenium dioxide,0.5463,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.2749,-1,-1.0,-1,-1.0,90,24.0,1,1
Oxovanadium(2+) sulfate,0.3225,Selenium dioxide,0.5535,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.2982,-1,-1.0,-1,-1.0,90,24.0,1,7
Oxovanadium(2+) sulfate,0.1682,Selenium dioxide,0.3421,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.17,-1,-1.0,-1,-1.0,110,24.0,1,4
Oxovanadium(2+) sulfate,0.1687,Selenium dioxide,0.6739,-1,-1.0,3-aminopyrrolidine dihydrochloride,0.1628,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1621,Selenium dioxide,0.662,-1,-1.0,3-aminopyrrolidine dihydrochloride,6.0913,-1,-1.0,-1,-1.0,110,24.0,1,1
